罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2019-03-21,19,,施錠せず,なし
窃盗,車上ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2019-03-29,22,,施錠せず,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019-02-08,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019-07-31,21,,施錠せず,あり
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019-08-11,07,,施錠せず,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019-11-03,21,,施錠せず,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019-11-29,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸４丁目,2019-11-19,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019-06-07,00,,施錠せず,あり
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019-08-16,22,,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019-12-17,16,,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-03-17,17,,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-03-21,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-03-21,14,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-04-19,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-10-05,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019-10-17,20,,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-03-11,20,,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-03-15,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-03-31,12,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-04-02,01,,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-04-07,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019-08-22,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,汲沢４丁目,2019-04-01,18,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019-11-16,19,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019-11-12,11,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-02-09,06,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-02-09,17,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-07-05,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-07-30,23,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-08-09,19,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-09-12,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-11-02,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2019-11-02,18,,施錠せず,なし
窃盗,車上ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,2019-06-25,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,吉田町,2019-01-21,17,その他,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2019-03-29,18,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2019-06-12,21,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2019-11-10,19,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2019-12-21,12,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,四季美台,2019-01-15,17,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-01-15,18,,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-01-15,20,その他,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-05-28,04,その他,施錠せず,なし
窃盗,車上ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-08-15,17,,施錠せず,なし
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2019-02-01,17,,施錠せず,なし
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2019-05-02,15,,施錠せず,なし
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2019-05-02,20,,施錠せず,なし
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2019-05-21,16,,施錠せず,なし
窃盗,車上ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,南希望が丘,2019-06-04,18,,施錠せず,なし
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,善部町,2019-11-05,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,南希望が丘,2019-02-21,19,,施錠せず,あり
窃盗,車上ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,南希望が丘,2019-10-18,21,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,さちが丘,2019-03-15,20,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,さちが丘,2019-04-29,21,,施錠せず,あり
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,二俣川１丁目,2019-02-22,13,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,本宿町,2019-02-26,21,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,中尾１丁目,2019-02-14,18,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,中沢１丁目,2019-12-18,19,,施錠せず,あり
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-01-02,12,,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-01-02,16,,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-01-02,17,,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-03-19,20,,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-04-22,16,,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-08-23,17,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-08-27,20,その他,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-10-22,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,旭,市沢,141127,神奈川県,横浜市旭区,三反田町,2019-05-17,20,その他,施錠せず,あり
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根１丁目,2019-01-22,17,,施錠せず,なし
窃盗,車上ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根２丁目,2019-12-10,19,,施錠せず,なし
窃盗,車上ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2019-06-07,18,その他,施錠せず,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,桐が作,2019-10-02,20,,施錠せず,なし
窃盗,車上ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2019-10-30,12,,施錠せず,なし
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-04-04,18,,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-04-18,20,,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-09-16,12,,施錠せず,あり
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-09-17,16,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2019-09-18,02,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根４丁目,2019-04-18,22,,施錠せず,なし
窃盗,車上ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2019-04-18,16,,施錠せず,なし
窃盗,車上ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿南町,2019-07-27,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,旭,万騎が原,141127,神奈川県,横浜市旭区,万騎が原,2019-02-22,19,,施錠せず,あり
窃盗,車上ねらい,旭,万騎が原,141127,神奈川県,横浜市旭区,南本宿町,2019-02-27,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,旭,万騎が原,141127,神奈川県,横浜市旭区,南本宿町,2019-10-21,19,,施錠せず,なし
窃盗,車上ねらい,旭,若葉台,141127,神奈川県,横浜市旭区,若葉台４丁目,2019-06-06,20,,施錠せず,あり
窃盗,車上ねらい,旭,笹野台,141127,神奈川県,横浜市旭区,今宿１丁目,2019-06-07,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,中沢２丁目,2019-08-15,11,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,中沢３丁目,2019-08-15,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,今宿１丁目,2019-11-15,19,,施錠せず,なし
窃盗,車上ねらい,旭,二俣川ニュータウン,141127,神奈川県,横浜市旭区,今宿２丁目,2019-04-04,22,,施錠せず,なし
窃盗,車上ねらい,加賀町,本町,141046,神奈川県,横浜市中区,太田町１丁目,2019-11-26,15,,施錠せず,なし
窃盗,車上ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧原,2019-11-01,12,,施錠せず,あり
窃盗,車上ねらい,山手,根岸,141046,神奈川県,横浜市中区,本牧間門,2019-08-04,03,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,山手,麦田町,141046,神奈川県,横浜市中区,麦田町３丁目,2019-08-14,20,,施錠せず,あり
窃盗,車上ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,本牧宮原,2019-07-26,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,下町,2019-10-19,19,,施錠せず,なし
窃盗,車上ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,西町,2019-07-31,17,,施錠せず,なし
窃盗,車上ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,馬場町,2019-11-14,18,その他,施錠せず,あり
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,中浜町,2019-07-29,11,,施錠せず,なし
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,久木町,2019-01-04,10,その他,施錠せず,なし
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,久木町,2019-08-12,07,,施錠せず,あり
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,丸山１丁目,2019-02-06,15,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,丸山２丁目,2019-01-03,18,,施錠せず,なし
窃盗,車上ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村１丁目,2019-01-03,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村１丁目,2019-02-28,19,,施錠せず,なし
窃盗,車上ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村３丁目,2019-11-19,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村８丁目,2019-01-09,19,,施錠せず,なし
窃盗,車上ねらい,磯子,森,141071,神奈川県,横浜市磯子区,中原３丁目,2019-07-31,17,,施錠せず,なし
窃盗,車上ねらい,磯子,森,141071,神奈川県,横浜市磯子区,森４丁目,2018-12-30,19,,施錠せず,なし
窃盗,車上ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田３丁目,2019-09-27,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田５丁目,2019-07-29,01,,施錠せず,あり
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台１丁目,2019-03-21,18,,施錠せず,なし
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台２丁目,2019-11-14,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2019-06-14,18,,施錠せず,なし
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台６丁目,2019-03-01,18,,施錠せず,なし
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台６丁目,2019-11-27,20,,施錠せず,なし
窃盗,車上ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台６丁目,2019-11-29,23,,施錠せず,なし
窃盗,車上ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,上中里町,2019-05-04,13,,施錠せず,なし
窃盗,車上ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,氷取沢町,2019-08-21,19,その他,施錠せず,なし
窃盗,車上ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,栗木１丁目,2019-06-28,20,,施錠せず,なし
窃盗,車上ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,田中２丁目,2019-08-01,20,,施錠せず,あり
窃盗,車上ねらい,磯子,磯子駅前,141071,神奈川県,横浜市磯子区,森１丁目,2019-10-29,19,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,金沢,洲崎,141089,神奈川県,横浜市金沢区,町屋町,2019-08-15,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,高舟台１丁目,2019-07-21,21,,施錠せず,なし
窃盗,車上ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,東朝比奈１丁目,2019-07-20,22,,施錠せず,なし
窃盗,車上ねらい,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,末吉町１丁目,2019-01-12,13,,施錠せず,なし
窃盗,車上ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,羽衣町２丁目,2019-12-17,20,,施錠せず,なし
窃盗,車上ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町西通,2019-08-08,17,,施錠せず,あり
窃盗,車上ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町２丁目,2019-01-17,16,,施錠せず,なし
窃盗,車上ねらい,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸１丁目,2019-07-30,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2019-02-27,14,,施錠せず,なし
窃盗,車上ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2019-01-07,20,,施錠せず,なし
窃盗,車上ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2019-01-25,21,,施錠せず,なし
窃盗,車上ねらい,戸部,高島,141038,神奈川県,横浜市西区,平沼１丁目,2019-11-04,23,,施錠せず,なし
窃盗,車上ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,浅間台,2019-12-17,19,,施錠せず,なし
窃盗,車上ねらい,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2019-06-01,11,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2019-06-15,17,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,戸部,南浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2019-06-15,17,,施錠せず,なし
窃盗,車上ねらい,戸部,南浅間町,141038,神奈川県,横浜市西区,南浅間町,2019-04-25,17,,施錠せず,なし
窃盗,車上ねらい,戸部,野毛山公園,141038,神奈川県,横浜市西区,境之谷,2019-03-02,21,,施錠せず,なし
窃盗,車上ねらい,戸部,野毛山公園,141038,神奈川県,横浜市西区,西戸部町１丁目,2019-08-07,23,,施錠せず,なし
窃盗,車上ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい３丁目,2019-08-29,07,,施錠せず,あり
窃盗,車上ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい６丁目,2019-05-24,07,,施錠せず,あり
窃盗,車上ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,千若町３丁目,2019-01-06,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,入江,141020,神奈川県,横浜市神奈川区,入江２丁目,2019-07-08,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,神之木町,2019-08-16,22,,施錠せず,なし
窃盗,車上ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,2019-04-24,16,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾４丁目,2019-04-24,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,2019-09-11,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町３丁目,2019-09-15,20,,施錠せず,なし
窃盗,車上ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,富家町,2019-07-17,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川１丁目,2019-09-29,21,,施錠せず,あり
窃盗,車上ねらい,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,西神奈川２丁目,2019-08-03,20,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋１丁目,2019-04-16,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋１丁目,2019-04-24,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,六角橋６丁目,2019-07-16,16,その他,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉２丁目,2019-05-11,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-02-01,12,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-02-01,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-05-11,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2019-07-29,17,,施錠せず,なし
窃盗,車上ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2019-02-01,22,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-05-28,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2019-12-19,20,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-03-11,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢中町,2019-06-12,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,沢渡,2019-09-07,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,台町,2019-09-29,20,,施錠せず,あり
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,旭ケ丘,2019-03-15,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,旭ケ丘,2019-07-26,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2019-03-06,20,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,栗田谷,2019-03-18,19,,施錠せず,なし
窃盗,車上ねらい,神奈川,反町,141020,神奈川県,横浜市神奈川区,松本町１丁目,2019-05-27,21,,施錠せず,なし
窃盗,車上ねらい,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,星野町,2019-10-21,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-03-17,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-03-30,18,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-04-09,16,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-08-16,11,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-04,00,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-15,14,,施錠せず,なし
窃盗,車上ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2019-11-30,16,,施錠せず,なし
