罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,松田,大雄山駅前,142174,神奈川県,南足柄市,和田河原,2019-03-30,17,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,秦野,渋沢,142115,神奈川県,秦野市,堀西,2019-01-14,19,,施錠せず,なし
窃盗,車上ねらい,秦野,斉ヶ分,142115,神奈川県,秦野市,曽屋,2019-12-24,18,,施錠せず,あり
窃盗,車上ねらい,秦野,菩提,142115,神奈川県,秦野市,羽根,2019-01-15,00,,施錠せず,なし
窃盗,車上ねらい,秦野,堀西,142115,神奈川県,秦野市,堀川,2019-01-14,19,,施錠せず,なし
窃盗,車上ねらい,秦野,堀西,142115,神奈川県,秦野市,堀山下,2019-01-14,19,,施錠せず,あり
窃盗,車上ねらい,秦野,堀西,142115,神奈川県,秦野市,堀山下,2019-01-14,22,,施錠せず,なし
窃盗,車上ねらい,秦野,桜町,142115,神奈川県,秦野市,曽屋,2019-09-14,20,,施錠せず,あり
窃盗,車上ねらい,秦野,桜町,142115,神奈川県,秦野市,平沢,2019-12-28,11,,施錠せず,あり
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原３丁目,2019-03-30,15,,施錠せず,なし
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,上粕屋,2019-02-01,18,,施錠せず,なし
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,下糟屋,2019-03-12,08,,施錠せず,なし
窃盗,車上ねらい,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,田中,2019-06-05,23,,施錠せず,あり
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森,2019-08-10,23,,施錠せず,あり
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森５丁目,2019-07-25,15,,施錠せず,なし
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,高森台２丁目,2019-12-30,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,東成瀬,2019-06-14,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,伊勢原,成瀬,142140,神奈川県,伊勢原市,東成瀬,2019-10-22,21,,施錠せず,なし
窃盗,車上ねらい,伊勢原,八幡台,142140,神奈川県,伊勢原市,岡崎,2019-03-21,20,,施錠せず,あり
窃盗,車上ねらい,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2019-09-16,21,,施錠せず,なし
窃盗,車上ねらい,伊勢原,大田,142140,神奈川県,伊勢原市,下谷,2019-03-22,11,,施錠せず,なし
窃盗,車上ねらい,厚木,妻田,142123,神奈川県,厚木市,及川２丁目,2019-04-01,17,その他,施錠せず,あり
窃盗,車上ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田東３丁目,2018-09-24,10,,施錠せず,なし
窃盗,車上ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西１丁目,2019-04-23,00,,施錠せず,なし
窃盗,車上ねらい,厚木,妻田,142123,神奈川県,厚木市,妻田西２丁目,2019-01-27,14,,施錠せず,なし
窃盗,車上ねらい,厚木,酒井,142123,神奈川県,厚木市,岡田５丁目,2019-06-23,08,,施錠せず,なし
窃盗,車上ねらい,厚木,酒井,142123,神奈川県,厚木市,上落合,2019-10-09,23,,施錠せず,なし
窃盗,車上ねらい,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲東１丁目,2019-06-13,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2019-01-13,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2019-03-22,17,,施錠せず,なし
窃盗,車上ねらい,厚木,中津,144011,神奈川県,愛川町,中津,2019-03-22,20,,施錠せず,なし
窃盗,車上ねらい,厚木,小鮎,142123,神奈川県,厚木市,飯山,2019-02-01,20,,施錠せず,なし
窃盗,車上ねらい,厚木,三田,142123,神奈川県,厚木市,三田,2019-02-14,18,その他,施錠せず,なし
窃盗,車上ねらい,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾１丁目,2019-06-08,06,その他,施錠せず,あり
窃盗,車上ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町１丁目,2019-12-18,17,,施錠せず,なし
窃盗,車上ねらい,厚木,旭町,142123,神奈川県,厚木市,旭町５丁目,2019-01-06,20,,施錠せず,なし
窃盗,車上ねらい,厚木,旭町,142123,神奈川県,厚木市,岡田３丁目,2018-12-28,15,,施錠せず,なし
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2019-04-20,20,,施錠せず,あり
窃盗,車上ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2019-09-03,21,,施錠せず,あり
窃盗,車上ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,千代田３丁目,2018-12-28,18,,施錠せず,なし
窃盗,車上ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,上矢部１丁目,2019-07-30,00,,施錠せず,あり
窃盗,車上ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,上矢部４丁目,2019-07-29,22,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,上矢部５丁目,2019-09-04,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町４丁目,2019-05-13,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,,2019-02-09,19,,施錠せず,なし
窃盗,車上ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部１丁目,2019-02-26,19,,施錠せず,なし
窃盗,車上ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部２丁目,2019-02-26,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部３丁目,2019-02-09,22,,施錠せず,なし
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原４丁目,2019-06-18,15,,施錠せず,なし
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原６丁目,2018-12-28,18,,施錠せず,なし
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下３丁目,2019-03-05,21,,施錠せず,なし
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下本町１丁目,2019-02-04,19,,施錠せず,あり
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下本町１丁目,2019-03-24,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下本町１丁目,2019-04-22,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下本町３丁目,2019-08-23,22,,施錠せず,なし
窃盗,車上ねらい,相模原,相生,141526,神奈川県,相模原市中央区,相生４丁目,2019-06-22,20,,施錠せず,あり
窃盗,車上ねらい,相模原,相生,141526,神奈川県,相模原市中央区,富士見６丁目,2019-01-22,21,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,相模原,相生,141526,神奈川県,相模原市中央区,弥栄２丁目,2019-01-01,08,,施錠せず,なし
窃盗,車上ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2019-03-05,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2019-03-05,19,,施錠せず,なし
窃盗,車上ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2019-03-05,20,,施錠せず,なし
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2018-12-31,15,,施錠せず,なし
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2019-02-26,20,,施錠せず,なし
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2019-05-30,23,,施錠せず,なし
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2019-09-01,09,その他,施錠せず,なし
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2019-10-07,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2019-12-23,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,相模原,番田,141526,神奈川県,相模原市中央区,田名,2019-10-10,23,その他,施錠せず,なし
窃盗,車上ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,下九沢,2018-12-03,07,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,下九沢,2019-09-03,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,南橋本３丁目,2019-02-24,16,,施錠せず,なし
窃盗,車上ねらい,津久井,相模湖,141518,神奈川県,相模原市緑区,小原,2019-11-12,00,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,2019-12-01,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,津久井,湘南,141518,神奈川県,相模原市緑区,小倉,2019-10-14,14,その他,施錠せず,なし
窃盗,車上ねらい,津久井,串川,141518,神奈川県,相模原市緑区,青山,2019-11-14,19,その他,施錠せず,なし
窃盗,車上ねらい,相模原南,古淵駅前,141534,神奈川県,相模原市南区,大野台８丁目,2019-01-30,00,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,相模原南,古淵駅前,141534,神奈川県,相模原市南区,古淵４丁目,2019-05-14,20,,施錠せず,あり
窃盗,車上ねらい,相模原南,古淵駅前,141534,神奈川県,相模原市南区,古淵４丁目,2019-05-15,01,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原南,大野,141534,神奈川県,相模原市南区,鵜野森１丁目,2019-03-30,18,,施錠せず,なし
窃盗,車上ねらい,相模原南,大野,141534,神奈川県,相模原市南区,古淵５丁目,2019-05-14,20,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原南,南大野,141534,神奈川県,相模原市南区,相模台２丁目,2019-10-26,06,,施錠せず,なし
窃盗,車上ねらい,相模原南,南大野,141534,神奈川県,相模原市南区,南台５丁目,2019-01-04,21,,施錠せず,なし
窃盗,車上ねらい,相模原南,東林間,141534,神奈川県,相模原市南区,上鶴間４丁目,2019-01-22,23,,施錠せず,なし
窃盗,車上ねらい,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地１丁目,2019-12-02,19,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2019-12-22,05,,施錠せず,なし
窃盗,車上ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台５丁目,2019-01-04,20,,施錠せず,なし
窃盗,車上ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台７丁目,2019-03-18,22,,施錠せず,なし
窃盗,車上ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,双葉２丁目,2019-05-21,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,座間,相模が丘,142166,神奈川県,座間市,小松原１丁目,2018-12-24,12,その他,施錠せず,あり
窃盗,車上ねらい,座間,相模が丘,142166,神奈川県,座間市,相模が丘１丁目,2019-01-12,18,その他,施錠せず,なし
窃盗,車上ねらい,座間,栗原,142166,神奈川県,座間市,南栗原６丁目,2019-12-26,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,座間,栗原,142166,神奈川県,座間市,栗原中央２丁目,2019-01-10,20,,施錠せず,なし
窃盗,車上ねらい,座間,栗原,142166,神奈川県,座間市,栗原中央５丁目,2019-04-27,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,座間,栗原,142166,神奈川県,座間市,栗原中央５丁目,2019-04-27,22,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘１丁目,2019-02-02,20,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘２丁目,2019-01-06,14,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘２丁目,2019-12-12,20,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘３丁目,2019-01-29,16,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘３丁目,2019-05-09,19,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘３丁目,2019-10-04,00,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘５丁目,2019-01-29,19,,施錠せず,なし
窃盗,車上ねらい,座間,ひばりが丘,142166,神奈川県,座間市,東原５丁目,2019-01-22,21,,施錠せず,なし
窃盗,車上ねらい,座間,座間駅前,142166,神奈川県,座間市,入谷２丁目,2019-09-28,20,,施錠せず,なし
窃盗,車上ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,上今泉１丁目,2019-06-06,19,,施錠せず,あり
窃盗,車上ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分南２丁目,2019-01-22,20,,施錠せず,なし
窃盗,車上ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分北３丁目,2019-04-12,16,,施錠せず,なし
窃盗,車上ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分北４丁目,2019-02-28,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,海老名,海西,142158,神奈川県,海老名市,上郷３丁目,2019-12-31,02,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,海老名,海西,142158,神奈川県,海老名市,河原口３丁目,2019-04-12,20,,施錠せず,なし
窃盗,車上ねらい,海老名,海西,142158,神奈川県,海老名市,河原口４丁目,2019-12-30,10,,施錠せず,あり
窃盗,車上ねらい,海老名,海西,142158,神奈川県,海老名市,下今泉１丁目,2019-11-20,18,,施錠せず,なし
窃盗,車上ねらい,海老名,海西,142158,神奈川県,海老名市,中新田１丁目,2019-03-22,18,,施錠せず,なし
窃盗,車上ねらい,海老名,国分寺台,142158,神奈川県,海老名市,大谷南５丁目,2019-03-16,16,その他,施錠せず,あり
窃盗,車上ねらい,海老名,国分寺台,142158,神奈川県,海老名市,大谷南５丁目,2019-11-20,14,その他,施錠せず,あり
窃盗,車上ねらい,海老名,国分寺台,142158,神奈川県,海老名市,杉久保北２丁目,2019-02-23,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,今里２丁目,2019-03-22,23,,施錠せず,なし
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,門沢橋２丁目,2019-12-30,10,,施錠せず,あり
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,門沢橋５丁目,2019-09-10,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,社家,2019-02-23,15,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,本郷,2019-04-20,11,,施錠せず,なし
窃盗,車上ねらい,海老名,有馬,142158,神奈川県,海老名市,本郷,2019-09-03,16,その他,施錠せず,なし
窃盗,車上ねらい,海老名,かしわ台駅前,142158,神奈川県,海老名市,上今泉５丁目,2019-09-04,18,,施錠せず,なし
窃盗,車上ねらい,海老名,さがみ野駅前,142158,神奈川県,海老名市,東柏ケ谷３丁目,2019-11-30,10,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,東橋本３丁目,2019-02-04,23,,施錠せず,あり
窃盗,車上ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2019-01-26,19,,施錠せず,あり
窃盗,車上ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2019-09-03,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2019-09-03,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2018-12-29,21,その他,施錠せず,なし
窃盗,車上ねらい,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,2019-10-17,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,南,大岡町,141054,神奈川県,横浜市南区,大岡５丁目,2019-08-21,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南,大岡町,141054,神奈川県,横浜市南区,中里２丁目,2019-05-19,01,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,南,大岡町,141054,神奈川県,横浜市南区,別所１丁目,2019-08-17,08,その他,施錠せず,あり
窃盗,車上ねらい,南,通町,141054,神奈川県,横浜市南区,弘明寺町,2019-05-31,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2019-05-06,14,その他,施錠せず,あり
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,中央４丁目,2019-10-15,07,その他,施錠せず,あり
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,深見台４丁目,2019-09-21,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,柳橋１丁目,2019-10-10,13,,施錠せず,あり
窃盗,車上ねらい,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2019-09-25,07,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2019-05-03,23,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,桜森１丁目,2019-12-08,08,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,桜森３丁目,2019-04-23,08,その他,施錠せず,あり
窃盗,車上ねらい,大和,相模大塚駅前,142131,神奈川県,大和市,桜森３丁目,2019-09-30,10,その他,施錠せず,あり
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2019-07-05,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2019-04-24,17,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間４丁目,2019-11-27,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間５丁目,2019-10-26,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見西８丁目,2019-08-09,12,,施錠せず,なし
窃盗,車上ねらい,大和,南林間駅前,142131,神奈川県,大和市,南林間７丁目,2019-07-10,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,つきみ野駅前,142131,神奈川県,大和市,下鶴間,2019-02-04,21,,施錠せず,なし
窃盗,車上ねらい,大和,つきみ野駅前,142131,神奈川県,大和市,下鶴間,2019-10-10,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間２丁目,2019-07-18,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間西２丁目,2019-02-20,13,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間西６丁目,2019-01-13,18,,施錠せず,なし
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2019-09-05,14,,施錠せず,あり
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2019-10-14,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,福田,2019-05-27,20,,施錠せず,なし
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,福田,2019-11-11,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,福田１丁目,2019-05-20,12,,施錠せず,なし
窃盗,車上ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋４丁目,2019-05-08,17,その他,施錠せず,なし
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,代官３丁目,2019-05-24,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,福田,2019-03-28,20,,施錠せず,なし
窃盗,車上ねらい,大和,福田,142131,神奈川県,大和市,福田,2019-05-18,08,,施錠せず,なし
窃盗,車上ねらい,大和,上土棚,142182,神奈川県,綾瀬市,上土棚北４丁目,2019-01-22,17,,施錠せず,なし
窃盗,車上ねらい,大和,上土棚,142182,神奈川県,綾瀬市,上土棚中１丁目,2019-01-01,13,その他,施錠せず,なし
窃盗,車上ねらい,大和,上土棚,142182,神奈川県,綾瀬市,落合南１丁目,2019-04-30,17,,施錠せず,なし
窃盗,車上ねらい,大和,上土棚,142182,神奈川県,綾瀬市,落合南２丁目,2019-04-13,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,大和,上土棚,142182,神奈川県,綾瀬市,落合南２丁目,2019-05-17,22,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,小園,2019-04-11,09,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,小園,2019-05-18,16,その他,施錠せず,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,小園,2019-05-29,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾釜田１丁目,2019-02-17,00,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中３丁目,2019-11-27,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾本町３丁目,2019-04-16,18,,施錠せず,なし
窃盗,車上ねらい,大和,深谷,142182,神奈川県,綾瀬市,落合北４丁目,2019-06-01,18,,施錠せず,なし
窃盗,車上ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2019-10-26,08,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川,2019-05-07,19,,施錠せず,なし
窃盗,車上ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川,2019-05-30,22,その他,施錠せず,なし
窃盗,車上ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田南３丁目,2019-12-23,12,駐車（輪）場,施錠せず,あり
